CUSIP,Security Name,Mtge Orig Amt,Cpn,Mtge Factor,Current WAL,Issue Date,Original WAL,Issuer,Mortgage Loan Margin
83164MXM6,SBA 510584,15517108.81,5.35,0.394914667,1.8244,1/1/2020,,J.V.B. FINANCIAL GROUP. LLC,-2.65
83164MXN4,SBA 510585,50820455.25,7,0.484846963,2.4472,1/1/2020,,TRUIST BANK,-1
83164MXL8,SBA 510583,4379633.87,5.5,0.57884479,3.562,1/1/2020,,FHN FINANCIAL CAPITAL MARKETS,-2.5
83164MXP9,SBA 510586,11045302.57,6.5,0.52274837,6.9189,1/1/2020,,FHN FINANCIAL CAPITAL MARKETS,-1.5
83165BCK6,SBA 522574,33588966.3,8.917,0.515305796,2.7077,1/1/2020,,"RAYMOND JAMES BANK, N.A.",0.917
83165BCN0,SBA 522577,29580148.78,9.006,0.408540879,2.4332,1/1/2020,,BMO CAPITAL MARKETS CORP.,1.006
83165BCQ3,SBA 522579,17255415.11,8.876,0.469135169,2.546,1/1/2020,,"VINING-SPARKS IBG, L.P.",0.876
83164MW62,SBA 510569,50403317.32,5.45,0.697102189,3.3949,1/1/2020,,"RAYMOND JAMES BANK, N.A.",-2.55
83164MW88,SBA 510571,13108694.77,5.4,0.61682982,5.8376,1/1/2020,,CANTOR FITZGERALD & CO.,-2.6
83164MWE5,SBA 510545,19480832.11,7.075,0.2722965,2.6663,12/1/2019,,CANTOR FITZGERALD & CO.,-0.925
83164MWX3,SBA 510562,14992537.28,5.5,0.435824917,1.9546,12/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.5
83164MWD7,SBA 510544,30025798.56,5.475,0.432835842,2.8805,12/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.525
83164MWF2,SBA 510546,20622391.33,5.35,0.447813884,3.147,12/1/2019,,"STIFEL NICOLAUS & COMPANY, INC",-2.65
83164MWM7,SBA 510552,32518249.8,5.5,0.5684193,2.9138,12/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.5
83164MWQ8,SBA 510555,43018179.09,5.425,0.452177913,3.0142,12/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.575
83164MWZ8,SBA 510564,23878679.66,5.375,0.257503065,0.836,12/1/2019,,TRUIST BANK,-2.625
83164MWH8,SBA 510548,29233682.57,8.325,0.692199158,4.4226,12/1/2019,,SIGNATURE BANK,0.325
83164MWT2,SBA 510558,41750346.69,8.075,0.363750303,1.314,12/1/2019,,FHN FINANCIAL CAPITAL MARKETS,0.075
83164MWP0,SBA 510554,42481461.77,7.325,0.531515299,3.1523,12/1/2019,,FHN FINANCIAL CAPITAL MARKETS,-0.675
83164MW39,SBA 510566,12661513.98,5.35,0.465082703,2.7698,12/1/2019,,BMO CAPITAL MARKETS CORP.,-2.65
83165BCG5,SBA 522571,64368910.76,8.991,0.575247686,3.1288,12/1/2019,,BMO CAPITAL MARKETS CORP.,0.991
83164MWY1,SBA 510563,8639031.91,6.5,0.128471879,1.2275,12/1/2019,,TRUIST BANK,-1.5
83165BCF7,SBA 522570,28131635.84,9.062,0.55593989,3.0104,12/1/2019,,SIGNATURE BANK,1.062
83164MWG0,SBA 510547,15958567.78,5.5,0.534196393,2.394,12/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.5
83164MWK1,SBA 510550,22396450.65,5.5,0.515959305,3.568,12/1/2019,,FHN FINANCIAL CAPITAL MARKETS,-2.5
83164MWN5,SBA 510553,21196476.84,5.4,0.434957088,2.3822,12/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.6
83164MWR6,SBA 510556,33000265.21,7.325,0.711142257,3.2686,12/1/2019,,CANTOR FITZGERALD & CO.,-0.675
83164MWU9,SBA 510559,10103129.95,8.325,0.357369724,1.7611,12/1/2019,,FHN FINANCIAL CAPITAL MARKETS,0.325
83164MWV7,SBA 510560,19395117.75,5.35,0.623044184,2.7642,12/1/2019,,J.V.B. FINANCIAL GROUP. LLC,-2.65
83164MWL9,SBA 510551,22223013.37,5.35,0.104249175,0.4183,12/1/2019,,J.V.B. FINANCIAL GROUP. LLC,-2.65
83164MW21,SBA 510565,6269329.49,7.575,0.509560714,2.651,12/1/2019,,"VINING-SPARKS IBG, L.P.",-0.425
83164MWW5,SBA 510561,18173985.62,5.35,0.6875625,5.6594,12/1/2019,,CANTOR FITZGERALD & CO.,-2.65
83164MW47,SBA 510567,16191691.77,7.325,0.551282541,2.1226,12/1/2019,,FHN FINANCIAL CAPITAL MARKETS,-0.675
83164MWJ4,SBA 510549,25221464.39,5.35,0.374359983,1.7043,12/1/2019,,"STIFEL NICOLAUS & COMPANY, INC",-2.65
83164MWS4,SBA 510557,4563516.9,5.5,0.790466638,9.2086,12/1/2019,,FHN FINANCIAL CAPITAL MARKETS,-2.5
831628ET5,SBA 100146,10309250.42,2.5,0.859047177,11.7695,11/15/2019,,J.V.B. FINANCIAL GROUP. LLC,#N/A Field Not Applicable
83164MV30,SBA 510534,3398763.95,5.35,0.45409667,3.5101,11/1/2019,,"STIFEL NICOLAUS & COMPANY, INC",-2.65
83164MWC9,SBA 510543,11845823,6.25,0.68484902,9.7472,11/1/2019,,SUNTRUST BANK,-1.75
83164MV63,SBA 510537,39788689.9,5.4,0.721246976,13.0949,11/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.6
83164MVT3,SBA 510526,6258533.58,5.35,0.490784185,2.4451,11/1/2019,,CANTOR FITZGERALD & CO.,-2.65
83164MVU0,SBA 510527,3472909.88,5.35,0.39837171,1.6527,11/1/2019,,CANTOR FITZGERALD & CO.,-2.65
83164MV55,SBA 510536,47836260.36,7.075,0.384538945,2.2521,11/1/2019,,"RAYMOND JAMES BANK, N.A.",-0.925
83164MVZ9,SBA 510532,46438852.07,8.325,0.762310347,8.0519,11/1/2019,,SIGNATURE BANK,0.325
83164MV48,SBA 510535,17562805.28,5.35,0.434445583,2.4118,11/1/2019,,"STIFEL NICOLAUS & COMPANY, INC",-2.65
83164MWA3,SBA 510541,25322938.8,6.25,0.536175234,2.5473,11/1/2019,,SUNTRUST BANK,-1.75
83164MVW6,SBA 510529,19662135.57,6.6,0.533293163,3.3797,11/1/2019,,BMO CAPITAL MARKETS CORP.,-1.4
83164MWB1,SBA 510542,14086151.39,5.35,0.191411018,2.4387,11/1/2019,,CANTOR FITZGERALD & CO.,-2.65
83164MV97,SBA 510540,29567643.29,5.5,0.646556164,5.1157,11/1/2019,,FHN FINANCIAL CAPITAL MARKETS,-2.5
83164MVX4,SBA 510530,1328005.45,5.35,0.28785303,1.7408,11/1/2019,,CANTOR FITZGERALD & CO.,-2.65
83164MV22,SBA 510533,9194299.53,5.5,0.39071866,1.3274,11/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.5
83164MV71,SBA 510538,5066175.28,5.4,0.3810759,2.8319,11/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.6
83164MVV8,SBA 510528,4407028.51,5.4,0.504444765,2.4717,11/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.6
83164MV89,SBA 510539,95970521.54,7.325,0.555438325,4.397,11/1/2019,,FHN FINANCIAL CAPITAL MARKETS,-0.675
83164MVY2,SBA 510531,1031072.13,5.5,0.25464346,1.1461,11/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.5
831628ES7,SBA 100145,1090255.19,9.075,0.48135575,1.6439,10/15/2019,,SIGNATURE BANK,#N/A Field Not Applicable
83164MVE6,SBA 510513,14371642.67,5.35,0.699357472,9.2515,10/1/2019,,FTN FINANCIAL CAPITAL MARKETS,-2.65
83164MVL0,SBA 510519,6316936.69,5.65,0.374118896,3.0026,10/1/2019,,FTN FINANCIAL CAPITAL MARKETS,-2.35
83164MVN6,SBA 510521,43502570.93,7.075,0.429586066,2.835,10/1/2019,,SUNTRUST BANK,-0.925
83164MVR7,SBA 510524,4010398.99,5.35,0.486094993,3.2755,10/1/2019,,"STIFEL NICOLAUS & COMPANY, INC",-2.65
83164MVA4,SBA 510509,38224893.39,5.35,0.696072696,2.3329,10/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.65
83164MVJ5,SBA 510517,62713473.05,7.325,0.478652991,2.3014,10/1/2019,,BMO CAPITAL MARKETS CORP.,-0.675
83165BCD2,SBA 522568,38078807.23,9.072,0.458759523,2.4555,10/1/2019,,SIGNATURE BANK,1.072
83164MVS5,SBA 510525,16665250.67,5.35,0.127122896,3.1184,10/1/2019,,"STIFEL NICOLAUS & COMPANY, INC",-2.65
83164MVC0,SBA 510511,8002826.99,5.35,0.559521339,3.2347,10/1/2019,,BMO CAPITAL MARKETS CORP.,-2.65
83164MVG1,SBA 510515,54360702.16,5.5,0.65104166,3.838,10/1/2019,,SIGNATURE BANK,-2.5
83164MVH9,SBA 510516,30277062.15,5.4,0.534969705,3.0138,10/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.6
83164MVP1,SBA 510522,47878823.23,5.5,0.676463481,4.6422,10/1/2019,,SIGNATURE BANK,-2.5
83164MVM8,SBA 510520,2506585.59,5.35,0.18788107,1.9741,10/1/2019,,"STIFEL NICOLAUS & COMPANY, INC",-2.65
83164MVK2,SBA 510518,72507172.63,6.5,0.660187762,3.866,10/1/2019,,SUNTRUST BANK,-1.5
83164MVD8,SBA 510512,12676565.16,5.4,0.424149085,3.5664,10/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.6
83164MVQ9,SBA 510523,20078586.6,5.35,0.517826388,3.5223,10/1/2019,,"STIFEL NICOLAUS & COMPANY, INC",-2.65
83164MVF3,SBA 510514,9398835.32,5.5,0.417896013,7.5662,10/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.5
83165BCE0,SBA 522569,62763499.89,8.96,0.495308884,3.2036,10/1/2019,,BMO CAPITAL MARKETS CORP.,0.96
83164MVB2,SBA 510510,26738699.76,5.4,0.324220036,0.9942,10/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.6
831628ER9,SBA 100144,14183864.42,2.6,0.471933053,11.7085,9/15/2019,,J.V.B. FINANCIAL GROUP. LLC,#N/A Field Not Applicable
83164MU56,SBA 510504,22150738,7.325,0.46377704,2.9114,9/1/2019,,SUNTRUST BANK,-0.675
83164MU98,SBA 510508,29159568.47,9.075,0.504583485,2.5414,9/1/2019,,SIGNATURE BANK,1.075
83164MUV9,SBA 510496,35079645,5.4,0.554920894,10.5339,9/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.6
83165BB84,SBA 522563,54972832.81,8.854,0.300205914,1.7818,9/1/2019,,FTN FINANCIAL / CANTOR FITZGER,0.854
83165BCC4,SBA 522567,47573108.58,9.04,0.469421309,2.4312,9/1/2019,,SIGNATURE BANK,1.04
83164MU23,SBA 510501,82592877.25,7,0.638933374,4.0957,9/1/2019,,SUNTRUST BANK,-1
83164MUZ0,SBA 510500,19159820.78,8.325,0.419830112,3.081,9/1/2019,,SIGNATURE BANK,0.325
83165BCB6,SBA 522566,42401052.71,8.763,0.454143864,2.8514,9/1/2019,,STONEWALL INVESTMENTS INC. dba,0.763
83164MU72,SBA 510506,15771933.08,5.35,0.635770861,2.1411,9/1/2019,,CANTOR FITZGERALD & CO.,-2.65
83164MU31,SBA 510502,15493175.62,5.4,0.730561476,5.3229,9/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.6
83164MU64,SBA 510505,23611875.65,9.075,0.455656302,2.3724,9/1/2019,,"RAYMOND JAMES BANK, N.A.",1.075
83164MUY3,SBA 510499,15809426.21,5.35,0.344769549,2.0603,9/1/2019,,SIGNATURE BANK,-2.65
83164MUX5,SBA 510498,32862692.44,5.75,0.547445138,3.7366,9/1/2019,,SIGNATURE BANK,-2.25
83165BB76,SBA 522562,46086220.1,8.395,0.477396237,3.0369,9/1/2019,,CANTOR FITZGERALD & CO.,0.395
83165BB92,SBA 522564,67819396.03,8.774,0.399289948,1.8302,9/1/2019,,BMO CAPITAL MARKETS CORP.,0.774
83164MU49,SBA 510503,1912189.79,5.5,0.18233994,1.356,9/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.5
83164MU80,SBA 510507,3949525.23,8.325,0.235302234,1.6615,9/1/2019,,FTN FINANCIAL CAPITAL MARKETS,0.325
83165BCA8,SBA 522565,52366225.45,8.867,0.492511914,2.2204,9/1/2019,,"WELLS FARGO SECURITIES, LLC",0.867
83164MUW7,SBA 510497,13822523.25,5.35,0.558350094,1.5269,9/1/2019,,CANTOR FITZGERALD & CO.,-2.65
83164MUF4,SBA 510482,16042809.07,5.35,0.229059746,1.2847,8/1/2019,,CANTOR FITZGERALD & CO.,-2.65
83164MUG2,SBA 510483,6394275,5.5,0.259983276,1.4775,8/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.5
83164MUK3,SBA 510486,1569326.02,5.5,0.07819152,0.5035,8/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.5
83165BB68,SBA 522561,23189638.48,8.852,0.38233138,3.0277,8/1/2019,,"WELLS FARGO SECURITIES, LLC",0.852
83165BB43,SBA 522559,54511425.96,8.94,0.376708858,2.1986,8/1/2019,,BMO CAPITAL MARKETS CORP.,0.94
83164MUU1,SBA 510495,72592428.46,6.5,0.516903227,13.1851,8/1/2019,,SUNTRUST BANK,-1.5
83164MUJ6,SBA 510485,73129258.78,7.325,0.566988946,2.5189,8/1/2019,,BMO CAPITAL MARKETS CORP.,-0.675
83164MUL1,SBA 510487,55043719.66,5.4,0.522229483,3.0129,8/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.6
83164MUM9,SBA 510488,50256162.39,6.5,0.570191745,5.0357,8/1/2019,,FTN FINANCIAL CAPITAL MARKETS,-1.5
83164MUP2,SBA 510490,25095463.69,8.325,0.584956122,4.6953,8/1/2019,,SIGNATURE BANK,0.325
83164MUH0,SBA 510484,5187425.94,5.5,0.70553625,6.5773,8/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.5
83164MUR8,SBA 510492,7092217.89,9.075,0.448687812,2.3203,8/1/2019,,FTN FINANCIAL CAPITAL MARKETS,1.075
83164MUS6,SBA 510493,48265935.68,7.825,0.502542615,2.8348,8/1/2019,,SUNTRUST BANK,-0.175
83164MUT4,SBA 510494,11577639.65,5.65,0.587871324,4.375,8/1/2019,,FTN FINANCIAL CAPITAL MARKETS,-2.35
83164MUN7,SBA 510489,47020830.48,7.575,0.447108157,2.5478,8/1/2019,,"RAYMOND JAMES BANK, N.A.",-0.425
83165BB50,SBA 522560,19324939,8.844,0.411567179,2.2324,8/1/2019,,BMO CAPITAL MARKETS CORP.,0.844
83164MUQ0,SBA 510491,3465849.61,5.5,0.44872058,1.9838,8/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.5
831628EQ1,SBA 100143,1570399.89,5,0.27950759,3.2148,7/15/2019,,FTN FINANCIAL CAPITAL MARKETS,#N/A Field Not Applicable
83164MTW9,SBA 510465,57071008.16,5.5,0.637403481,7.4282,7/1/2019,,SIGNATURE BANK,-2.5
83164MT58,SBA 510472,2058212.87,5.5,0.27758966,1.5608,7/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.5
83164MT82,SBA 510475,11613975.77,5.5,0.438775578,3.1272,7/1/2019,,FTN FINANCIAL CAPITAL MARKETS,-2.5
83164MTU3,SBA 510463,30475997.28,5.4,0.369519708,2.1873,7/1/2019,,SIGNATURE BANK,-2.6
83165BBX9,SBA 522554,25891136.5,9.051,0.464344169,2.6205,7/1/2019,,SIGNATURE BANK,1.051
83165BBZ4,SBA 522556,23698824.84,9.065,0.473451918,2.5465,7/1/2019,,SIGNATURE BANK,1.065
83164MTZ2,SBA 510468,7971986.36,7.825,0.34005709,1.2312,7/1/2019,,CANTOR FITZGERALD & CO.,-0.175
83164MT33,SBA 510470,17196568.43,9.075,0.488987254,3.0694,7/1/2019,,"RAYMOND JAMES BANK, N.A.",1.075
83164MTV1,SBA 510464,6855535.96,5.5,0.57673921,3.3307,7/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.5
83164MT41,SBA 510471,56935035.34,5.4,0.638166578,4.5851,7/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.6
83164MUE7,SBA 510481,13851545.78,5.35,0.649861733,3.2607,7/1/2019,,FTN FINANCIAL CAPITAL MARKETS,-2.65
83165BB35,SBA 522558,17875629.77,8.434,0.44481382,2.6256,7/1/2019,,STONEWALL INVESTMENTS INC. dba,0.434
83164MTT6,SBA 510462,25045226.5,8.325,0.580586022,4.5411,7/1/2019,,SIGNATURE BANK,0.325
83164MUC1,SBA 510479,108353299.4,5.4,0.528572214,3.0245,7/1/2019,,SUNTRUST BANK,-2.6
83164MT25,SBA 510469,9048412.51,5.5,0.299771872,1.3774,7/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.5
83164MT74,SBA 510474,18143534.27,5.5,0.640426534,10.3565,7/1/2019,,FTN FINANCIAL CAPITAL MARKETS,-2.5
83164MUD9,SBA 510480,3687739.93,9.075,0.229113003,1.1891,7/1/2019,,FTN FINANCIAL CAPITAL MARKETS,1.075
83164MT66,SBA 510473,1334608.98,5.35,0.2822219,2.3244,7/1/2019,,CANTOR FITZGERALD & CO.,-2.65
83164MUB3,SBA 510478,67575079.31,5.35,0.400997866,1.848,7/1/2019,,SUNTRUST BANK,-2.65
83164MTX7,SBA 510466,7571817.34,5.35,0.427597435,3.1144,7/1/2019,,BMO CAPITAL MARKETS CORP.,-2.65
83164MT90,SBA 510476,35323266.84,7.325,0.656232549,11.7423,7/1/2019,,FTN FINANCIAL CAPITAL MARKETS,-0.675
83165BB27,SBA 522557,65870311,8.894,0.357954427,2.0667,7/1/2019,,BMO CAPITAL MARKETS CORP.,0.894
83164MTY5,SBA 510467,1110433.44,5.375,0.21913817,1.3901,7/1/2019,,CANTOR FITZGERALD & CO.,-2.625
83165BBY7,SBA 522555,22585415.9,9.22,0.418433507,2.5111,7/1/2019,,SIGNATURE BANK,1.22
83164MUA5,SBA 510477,48035717.85,5.35,0.325197317,2.0307,7/1/2019,,"STIFEL NICOLAUS & COMPANY, INC",-2.65
83164MTM1,SBA 510456,9802085.56,5.35,0.34294409,2.0166,6/1/2019,,SUNTRUST BANK,-2.65
83164MTP4,SBA 510458,15275115.95,5.4,0.473113298,2.8232,6/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.6
83164MS83,SBA 510443,4729858.56,5.5,0.338421898,2.913,6/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.5
83164MTL3,SBA 510455,8019277.94,5.35,0.339357598,2.3984,6/1/2019,,SUNTRUST BANK,-2.65
83164MTS8,SBA 510461,100818586.6,5.35,0.399179113,2.0433,6/1/2019,,SUNTRUST BANK,-2.65
83164MTR0,SBA 510460,15049603.69,8.075,0.484663133,2.5144,6/1/2019,,FTN FINANCIAL CAPITAL MARKETS,0.075
83164MTF6,SBA 510450,16332303.8,9.075,0.478072114,3.1895,6/1/2019,,"RAYMOND JAMES BANK, N.A.",1.075
83164MTQ2,SBA 510459,124503702.4,5.4,0.568507989,5.127,6/1/2019,,SUNTRUST BANK,-2.6
83164MTG4,SBA 510451,8059445.46,5.75,0.27608426,1.5485,6/1/2019,,FTN FINANCIAL CAPITAL MARKETS,-2.25
83164MTJ8,SBA 510453,51396422.87,7.825,0.412587322,6.1115,6/1/2019,,FTN FINANCIAL CAPITAL MARKETS,-0.175
83164MS67,SBA 510441,1145378.27,5.5,0.32416078,1.6098,6/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.5
83164MS91,SBA 510444,24519240.57,5.4,0.614203203,5.6722,6/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.6
83164MTA7,SBA 510445,15834264.02,5.75,0.547403989,4.0686,6/1/2019,,FTN FINANCIAL CAPITAL MARKETS,-2.25
83164MTB5,SBA 510446,44246663.1,5.4,0.580941765,12.9217,6/1/2019,,SIGNATURE BANK,-2.6
83164MTC3,SBA 510447,17027505.19,5.75,0.706081097,3.909,6/1/2019,,FTN FINANCIAL CAPITAL MARKETS,-2.25
83164MTD1,SBA 510448,33984769.96,5.5,0.356832886,2.2006,6/1/2019,,SUNTRUST BANK,-2.5
83164MTN9,SBA 510457,12920495.33,5.4,0.504388676,2.0872,6/1/2019,,SUNTRUST BANK,-2.6
83164MS75,SBA 510442,2346254.52,5.5,0.578810815,9.5877,6/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.5
83164MTE9,SBA 510449,14746822.47,5.4,0.255972358,11.8365,6/1/2019,,SUNTRUST BANK,-2.6
83164MTH2,SBA 510452,31697049.07,5.4,0.587450768,12.5195,6/1/2019,,FTN FINANCIAL CAPITAL MARKETS,-2.6
83165BBT8,SBA 522550,32618767.81,8.936,0.477451606,2.3676,6/1/2019,,SIGNATURE BANK,0.936
83165BBU5,SBA 522551,32749511.68,9.082,0.363924085,1.9685,6/1/2019,,STONEWALL INVESTMENTS INC. dba,1.082
83165BBV3,SBA 522552,36767603,8.85,0.441924074,2.8498,6/1/2019,,BMO CAPITAL MARKETS CORP.,0.85
83165BBW1,SBA 522553,54219024.24,8.87,0.379178323,1.8888,6/1/2019,,FTN FINANCIAL / CANTOR FITZGER,0.87
83164MTK5,SBA 510454,15652843.23,5.4,0.41589833,1.117,6/1/2019,,SUNTRUST BANK,-2.6
831628EP3,SBA 100142,15892441.83,3.75,0.725053098,7.242,5/15/2019,,J.V.B. FINANCIAL GROUP. LLC,#N/A Field Not Applicable
83164MS26,SBA 510437,21617426.22,5.5,0.432466879,2.3137,5/1/2019,,FTN FINANCIAL CAPITAL MARKETS,-2.5
83164MSM2,SBA 510424,45023711.38,5.4,0.476481141,3.2825,5/1/2019,,FTN FINANCIAL CAPITAL MARKETS,-2.6
83164MSQ3,SBA 510427,9199950,5.4,0.508264386,12.6341,5/1/2019,,J.V.B. FINANCIAL GROUP. LLC,-2.6
83164MSW0,SBA 510433,27572566.54,5.5,0.489877868,3.1778,5/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.5
83164MSX8,SBA 510434,54328627.92,5.4,0.389445193,3.0215,5/1/2019,,SUNTRUST BANK,-2.6
83164MSY6,SBA 510435,35670520.72,5.41,0.399541091,1.5506,5/1/2019,,BMO CAPITAL MARKETS CORP.,-2.59
83164MS42,SBA 510439,14958293.29,6.5,0.456099916,13.0647,5/1/2019,,CANTOR FITZGERALD & CO.,-1.5
83165BBQ4,SBA 522547,40565661.25,9.085,0.387755885,2.9413,5/1/2019,,SIGNATURE BANK,1.085
83164MST7,SBA 510430,21724071.91,5.4,0.36016282,1.3966,5/1/2019,,SUNTRUST BANK,-2.6
83164MSZ3,SBA 510436,117036200.1,5.45,0.557234359,3.9072,5/1/2019,,SUNTRUST BANK,-2.55
83165BBR2,SBA 522548,46409742.87,8.948,0.375841704,2.5866,5/1/2019,,BMO CAPITAL MARKETS CORP.,0.948
83164MSU4,SBA 510431,34040056.59,5.625,0.663896986,6.7165,5/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.375
83164MS59,SBA 510440,4651731.25,5.5,0.35400048,0.9947,5/1/2019,,"STIFEL NICOLAUS & COMPANY, INC",-2.5
83164MSL4,SBA 510423,21084975.68,9.075,0.43562712,2.8768,5/1/2019,,"RAYMOND JAMES BANK, N.A.",1.075
83164MSP5,SBA 510426,2754312.62,5.4,0.274660046,2.6369,5/1/2019,,SUNTRUST BANK,-2.6
83164MSS9,SBA 510429,20402799.34,5.45,0.664187472,12.5937,5/1/2019,,SIGNATURE BANK,-2.55
83164MSV2,SBA 510432,10043276.01,5.68,0.497497886,3.2038,5/1/2019,,BMO CAPITAL MARKETS CORP.,-2.32
83164MS34,SBA 510438,12880541.91,9.075,0.27959014,2.6177,5/1/2019,,FTN FINANCIAL CAPITAL MARKETS,1.075
83164MSN0,SBA 510425,14186913.66,5.4,0.568076455,2.2844,5/1/2019,,STONEWALL INVESTMENTS INC. dba,-2.6
83164MSR1,SBA 510428,54047468.59,6.5,0.39394525,3.2205,5/1/2019,,FTN FINANCIAL CAPITAL MARKETS,-1.5
83165BBS0,SBA 522549,29157182.1,8.833,0.288123552,2.4832,5/1/2019,,BMO CAPITAL MARKETS CORP.,0.833
83164MR43,SBA 510407,41394456.32,5.75,0.325979816,2.2666,4/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.25
83164MRY7,SBA 510403,33322869.77,5.5,0.554435966,3.1299,4/1/2019,,SIGNATURE BANK,-2.5
83164MSF7,SBA 510418,96615516.59,5.5,0.487131037,2.8168,4/1/2019,,SUNTRUST BANK / STONEWALL INVE,-2.5
83164MR50,SBA 510408,34489146.67,5.5,0.555793211,9.9414,4/1/2019,,BMO CAPITAL MARKETS CORP.,-2.5
83164MR84,SBA 510411,13628715.57,5.75,0.219223638,1.8481,4/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.25
83164MSD2,SBA 510416,10329767.34,5.75,0.298732498,2.1177,4/1/2019,,FTN FINANCIAL CAPITAL MARKETS,-2.25
83164MR92,SBA 510412,16279691.03,5.75,0.378028273,2.2179,4/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.25
83165BBP6,SBA 522546,37102072.46,8.274,0.566356789,6.015,4/1/2019,,STONEWALL INVESTMENTS INC. dba,0.274
83164MRZ4,SBA 510404,21642533.66,5.65,0.298738525,1.3611,4/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.35
83164MSK6,SBA 510422,42550841.76,5.5,0.657880291,7.097,4/1/2019,,"STIFEL NICOLAUS & COMPANY, INC",-2.5
83165BBL5,SBA 522543,35108990.81,8.818,0.405133638,2.4865,4/1/2019,,STONEWALL INVESTMENTS INC. dba,0.818
83165BBN1,SBA 522545,64170685.65,9.014,0.43286767,2.42,4/1/2019,,BMO CAPITAL MARKETS CORP.,1.014
83164MR35,SBA 510406,10470395.21,5.5,0.62776993,5.85,4/1/2019,,SIGNATURE BANK,-2.5
83164MR68,SBA 510409,1198274.35,8.825,0.18794823,1.0013,4/1/2019,,FTN FINANCIAL CAPITAL MARKETS,0.825
83164MR76,SBA 510410,13909766.3,5.45,0.433881007,2.5905,4/1/2019,,BMO CAPITAL MARKETS CORP.,-2.55
83164MSB6,SBA 510414,8974067.61,5.5,0.482512566,5.4655,4/1/2019,,SUNTRUST BANK,-2.5
83164MSC4,SBA 510415,14822031.78,5.5,0.419866106,2.8445,4/1/2019,,SIGNATURE BANK,-2.5
83164MSG5,SBA 510419,1940865.22,5.75,0.21585766,1.3362,4/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.25
83164MR27,SBA 510405,19261419.64,9.075,0.383292148,2.6232,4/1/2019,,"RAYMOND JAMES BANK, N.A.",1.075
83164MRX9,SBA 510402,8861451.22,5.5,0.44362095,3.2506,4/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.5
83164MSA8,SBA 510413,11378320.03,5.75,0.329926188,2.6255,4/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.25
83164MSE0,SBA 510417,13616713.4,5.45,0.623866218,3.2176,4/1/2019,,J.V.B. FINANCIAL GROUP. LLC,-2.55
83164MSJ9,SBA 510421,27103373.2,5.5,0.277970262,2.1087,4/1/2019,,"STIFEL NICOLAUS & COMPANY, INC",-2.5
83164MSH3,SBA 510420,85430625.1,5.45,0.37114909,2.7972,4/1/2019,,SUNTRUST BANK,-2.55
83165BBM3,SBA 522544,26688855.29,8.792,0.266202576,1.9822,4/1/2019,,FTN FINANCIAL / CANTOR FITZGER,0.792
83165BBK7,SBA 522542,42994748.66,9.009,0.399432178,2.4144,4/1/2019,,BMO CAPITAL MARKETS CORP.,1.009
83164MRA9,SBA 510381,42338752.38,5.75,0.448929448,3.1018,3/1/2019,,"RAYMOND JAMES BANK, N.A.",-2.25
83164MRC5,SBA 510383,47078440.85,5.8,0.626248603,3.794,3/1/2019,,SIGNATURE BANK,-2.2
