CUSIP,Security Name,Mtge Orig Amt,Cpn,Mtge Factor,Current WAL,Issue Date,Original WAL,Issuer,Mortgage Loan Margin
83164LWM9,SBA 509652,20726217.87,5.35,0.186758636,9.718,4/1/2015,,SIGNATURE BANK,-2.65
83164LWN7,SBA 509653,7130902.8,8.105,0.014253803,0.7067,4/1/2015,,"ZB, NATIONAL ASSOCIATION",0.105
83164LWZ0,SBA 509664,65707336.44,5.31,0.179764867,10.1442,4/1/2015,,SUNTRUST BANK,-2.69
83164LWQ0,SBA 509655,7523030.08,5.31,0.115364095,4.4052,4/1/2015,,SUNTRUST BANK,-2.69
83165ATC8,SBA 522147,31493764.63,8.712,0.295599962,3.3163,4/1/2015,,SIGNATURE BANK,0.712
83165ATD6,SBA 522148,40159944.12,8.846,0.097404158,1.8297,4/1/2015,,VINING-SPARKS / SHAY FINANCIAL,0.846
83165ATF1,SBA 522150,19785532.58,9.375,0.040282453,0.9981,4/1/2015,,COASTAL SECURITIES / SUNTRUST,1.375
83165ATB0,SBA 522146,24753451.2,8.856,0.070088573,10.7742,4/1/2015,,"ZB, NATIONAL ASSOCIATION",0.856
83165ATE4,SBA 522149,11056732.05,9.517,0.150811398,1.6819,4/1/2015,,"RAYMOND JAMES BANK, N.A.",1.517
83165ATH7,SBA 522152,17225811.63,8.38,0.086803187,1.0032,4/1/2015,,COASTAL SECURITIES,0.38
83164LWE7,SBA 509645,19222729.59,5.31,0.172379876,6.3971,3/1/2015,,SUNTRUST BANK,-2.69
83164LWH0,SBA 509648,5566636.86,5.31,0.124409583,1.4367,3/1/2015,,SUNTRUST BANK,-2.69
83165AS54,SBA 522140,9101070.35,8.176,0.156870553,2.0829,3/1/2015,,"RAYMOND JAMES BANK, N.A.",0.176
83165AS70,SBA 522142,16535197.74,9.508,0.102343888,1.7184,3/1/2015,,"STIFEL NICOLAUS & COMPANY, INC",1.508
83165AS39,SBA 522138,26076344.17,7.986,0.26723385,3.9979,3/1/2015,,"VINING-SPARKS IBG, L.P.",-0.014
83164LWL1,SBA 509651,26641669.76,8.325,0.261273499,10.4779,3/1/2015,,COASTAL SECURITIES / SHAY FINA,0.325
83165AS88,SBA 522143,17450650.36,8.289,0.318765535,9.7629,3/1/2015,,"STIFEL NICOLAUS & COMPANY, INC",0.289
83165AS21,SBA 522137,38511064.41,8.019,0.214233926,10.4726,3/1/2015,,SIGNATURE BANK,0.019
83164LWG2,SBA 509647,17581716.29,8.605,0.028304681,0.8181,3/1/2015,,CANTOR FITZGERALD & CO.,0.605
83165AS96,SBA 522144,88048204.4,8.792,0.092492638,1.485,3/1/2015,,SUNTRUST BANK / COASTAL SECURI,0.792
83165AS62,SBA 522141,11108947.71,9.066,0.092900673,0.934,3/1/2015,,"RAYMOND JAMES BANK, N.A.",1.066
83164LV99,SBA 509640,1234016.31,9.106,0.15504861,1.4172,3/1/2015,,"ZB, NATIONAL ASSOCIATION",1.106
83164LWA5,SBA 509641,1927808.74,9.625,0.08585743,1.0993,3/1/2015,,"ZB, NATIONAL ASSOCIATION",1.625
83164LWB3,SBA 509642,35294725.47,8.575,0.159517212,10.47,3/1/2015,,SIGNATURE BANK,0.575
83164LWD9,SBA 509644,42449236.61,5.35,0.122157159,3.5293,3/1/2015,,SUNTRUST BANK,-2.65
83164LWF4,SBA 509646,5237866.45,5.31,0.228556895,9.764,3/1/2015,,SUNTRUST BANK,-2.69
83164LWC1,SBA 509643,14732383.31,5.35,0.0653817,4.6954,3/1/2015,,SUNTRUST BANK,-2.65
83165AS47,SBA 522139,25768359.97,8.905,0.173971522,2.6355,3/1/2015,,"VINING-SPARKS IBG, L.P.",0.905
83164LV40,SBA 509635,12081712.36,6.5,0.232331985,2.1509,2/1/2015,,SUNTRUST BANK,-1.5
83164LVW8,SBA 509629,1991162.62,9.625,0.04977352,0.7627,2/1/2015,,"ZB, NATIONAL ASSOCIATION",1.625
83165ASW5,SBA 522133,27563991.96,8.627,0.140155217,3.9285,2/1/2015,,"VINING-SPARKS IBG, L.P.",0.627
83164LV32,SBA 509634,83085881.07,7,0.14970477,10.0772,2/1/2015,,"RAYMOND JAMES BANK, N.A.",-1
83165ASZ8,SBA 522136,38763145.15,8.824,0.064846488,1.4046,2/1/2015,,"VINING-SPARKS IBG, L.P.",0.824
83165ASM7,SBA 522124,34004127.48,7.785,0.151243442,3.738,2/1/2015,,SIGNATURE BANK,-0.215
83165ASQ8,SBA 522127,30361284.95,8.783,0.235950951,6.2274,2/1/2015,,SIGNATURE BANK,0.783
83165ASU9,SBA 522131,54312297.46,8.66,0.050648156,1.3249,2/1/2015,,COASTAL SECURITIES / SUNTRUST,0.66
83164LVZ1,SBA 509632,4375413.67,9.105,0.16899818,1.9717,2/1/2015,,"RAYMOND JAMES BANK, N.A.",1.105
83164LV57,SBA 509636,19373187.86,7.355,0.027148455,6.7923,2/1/2015,,SUNTRUST BANK,-0.645
83164LVT5,SBA 509626,2147152.41,9.106,0.06627873,1.0537,2/1/2015,,SUNTRUST BANK,1.106
83164LVY4,SBA 509631,5855712.72,5.375,0.20913512,6.5248,2/1/2015,,COASTAL SECURITIES,-2.625
83164LV24,SBA 509633,57912126.88,5.35,0.152137535,4.4536,2/1/2015,,SUNTRUST BANK,-2.65
83164LVX6,SBA 509630,6699940.96,5.45,0.258717822,6.533,2/1/2015,,SIGNATURE BANK,-2.55
83164LVU2,SBA 509627,10599707.13,8.575,0.01223346,0.3692,2/1/2015,,SIGNATURE BANK,0.575
83164LV73,SBA 509638,20597994.5,5.35,0.025081262,0.6032,2/1/2015,,COASTAL SECURITIES,-2.65
83165ASY1,SBA 522135,21259141.9,8.897,0.063971184,1.4622,2/1/2015,,"STIFEL NICOLAUS & COMPANY, INC",0.897
83165ASN5,SBA 522125,17214085.15,8.765,0.050416805,1.6933,2/1/2015,,SUNTRUST BANK,0.765
83164LVV0,SBA 509628,53143267.7,6.75,0.080990814,2.5112,2/1/2015,,SIGNATURE BANK,-1.25
83165ASL9,SBA 522123,21497544.43,8.817,0.388690506,8.5073,2/1/2015,,"ZB, NATIONAL ASSOCIATION",0.817
83165ASR6,SBA 522128,16099998.05,7.697,0.166504725,3.1554,2/1/2015,,SIGNATURE BANK,-0.303
83165ASS4,SBA 522129,39776293.57,8.756,0.157410712,1.3176,2/1/2015,,SIGNATURE BANK,0.756
83165ASP0,SBA 522126,15316120.73,8.861,0.104873022,1.744,2/1/2015,,"ZB, NATIONAL ASSOCIATION",0.861
83165AST2,SBA 522130,6394018.61,9.575,0.001017132,0.2266,2/1/2015,,"STIFEL NICOLAUS & COMPANY, INC",1.575
83165ASX3,SBA 522134,20554903.31,8.122,0.083773007,1.777,2/1/2015,,"STIFEL NICOLAUS & COMPANY, INC",0.122
83164LVC2,SBA 509611,61332270.03,5.45,0.10078621,9.6856,1/1/2015,,SIGNATURE BANK,-2.55
83164LVE8,SBA 509613,43883423.35,8.605,0.247683273,3.7888,1/1/2015,,SIGNATURE BANK,0.605
83164LVK4,SBA 509618,40601200.66,5.35,0.082264006,9.6645,1/1/2015,,COASTAL SECURITIES,-2.65
83165ASC9,SBA 522115,21256503.6,9.256,0.054261954,1.8649,1/1/2015,,SIGNATURE BANK,1.256
83165ASF2,SBA 522118,34860362.47,8.027,0.069115236,1.9499,1/1/2015,,COASTAL SECURITIES / SUNTRUST,0.027
83164LU90,SBA 509608,3236888.88,9.625,0.026042226,0.8843,1/1/2015,,"ZB, NATIONAL ASSOCIATION",1.625
83164LVA6,SBA 509609,3943865.91,8.855,0.054592,1.1405,1/1/2015,,"ZB, NATIONAL ASSOCIATION",0.855
83164LVJ7,SBA 509617,21321941.53,7.325,0.053206727,1.2838,1/1/2015,,COASTAL SECURITIES,-0.675
83164LVN8,SBA 509621,7704834.22,6.825,0.04013249,1.2718,1/1/2015,,COASTAL SECURITIES,-1.175
83164LVB4,SBA 509610,6164484.14,8.355,0.129644843,4.4702,1/1/2015,,"ZB, NATIONAL ASSOCIATION",0.355
83164LVF5,SBA 509614,52748792.54,5.15,0.13233608,2.6399,1/1/2015,,SIGNATURE BANK,-2.85
83164LVQ1,SBA 509623,15729185.3,5.4,0.191359108,4.6501,1/1/2015,,SUNTRUST BANK,-2.6
83164LVD0,SBA 509612,50618009.28,5.5,0.119472035,9.6966,1/1/2015,,"RAYMOND JAMES BANK, N.A.",-2.5
83164LVP3,SBA 509622,10728802.68,5.4,0.206264675,6.528,1/1/2015,,SUNTRUST BANK,-2.6
83164LVH1,SBA 509616,28342962.88,5.4,0.157590884,6.2295,1/1/2015,,COASTAL SECURITIES,-2.6
83164LVL2,SBA 509619,5079497.35,5.5,0.28488298,5.2895,1/1/2015,,"RAYMOND JAMES BANK, N.A.",-2.5
83164LVS7,SBA 509625,41969341.39,5.4,0.028780492,0.5265,1/1/2015,,SUNTRUST BANK,-2.6
83165ASE5,SBA 522117,42050219.22,8.473,0.066796522,1.5975,1/1/2015,,SIGNATURE BANK,0.473
83165ASJ4,SBA 522121,35632315.88,9.298,0.055192701,1.4103,1/1/2015,,"VINING-SPARKS IBG, L.P.",1.298
83165ASB1,SBA 522114,20211332.3,8.971,0.029664075,0.4945,1/1/2015,,"ZB, NATIONAL ASSOCIATION",0.971
83165ASD7,SBA 522116,20702001.39,7.925,0.070729996,1.9298,1/1/2015,,COASTAL SECURITIES,-0.075
83165ASK1,SBA 522122,23737923.87,7.908,0.109639279,10.2107,1/1/2015,,"STIFEL NICOLAUS & COMPANY, INC",-0.092
83165ASG0,SBA 522119,23389978.84,8.934,0.063115434,1.3926,1/1/2015,,"RAYMOND JAMES BANK, N.A.",0.934
83165ASH8,SBA 522120,36699594.32,8.844,0.08834027,2.1147,1/1/2015,,COASTAL SECURITIES / SUNTRUST,0.844
831628DL3,SBA 100107,5526095.23,3.825,0.24790273,9.1715,12/15/2014,,J.V.B. FINANCIAL GROUP. LLC,#N/A Field Not Applicable
83165AR55,SBA 522108,36189735.22,8.718,0.189151875,4.8329,12/1/2014,,SIGNATURE BANK,0.718
83165AR48,SBA 522107,25992174.8,8.129,0.092656067,1.7916,12/1/2014,,"RAYMOND JAMES BANK, N.A.",0.129
83165AR22,SBA 522105,19847599.82,9.378,0.070852741,1.6766,12/1/2014,,SIGNATURE BANK,1.378
83164LUU3,SBA 509595,38943711.69,5.35,0.147604794,3.3376,12/1/2014,,J.V.B. FINANCIAL GROUP. LLC,-2.65
83164LU66,SBA 509605,8382877.51,5.45,0.123668074,6.4823,12/1/2014,,SUNTRUST BANK,-2.55
83164LUR0,SBA 509592,9677825.97,5.5,0.101770163,0.8244,12/1/2014,,"RAYMOND JAMES BANK, N.A.",-2.5
83164LUT6,SBA 509594,82879394.98,7.105,0.212561942,8.3895,12/1/2014,,"RAYMOND JAMES BANK, N.A.",-0.895
83164LU82,SBA 509607,17782232.18,7.825,0.021117995,0.717,12/1/2014,,COASTAL SECURITIES,-0.175
83164LU33,SBA 509602,14584300.25,7.825,0.00495792,0.5395,12/1/2014,,COASTAL SECURITIES,-0.175
83164LUP4,SBA 509590,3183451.09,8.575,0.204869876,6.5933,12/1/2014,,"ZB, NATIONAL ASSOCIATION",0.575
83164LUW9,SBA 509597,14412367.24,7.855,0.049835296,0.9185,12/1/2014,,"ZB, NATIONAL ASSOCIATION",-0.145
83164LUZ2,SBA 509600,21629353.49,7.325,0.0946637,10.089,12/1/2014,,SUNTRUST BANK,-0.675
83164LU58,SBA 509604,27271924.84,7.325,0.008405587,0.4475,12/1/2014,,SUNTRUST BANK,-0.675
83164LUQ2,SBA 509591,8044322.39,8.105,0.16491609,2.1313,12/1/2014,,"ZB, NATIONAL ASSOCIATION",0.105
83164LUS8,SBA 509593,3463125.74,9.625,0.02449602,0.6974,12/1/2014,,"ZB, NATIONAL ASSOCIATION",1.625
83164LUV1,SBA 509596,1179867.8,6,0.03472697,0.8297,12/1/2014,,SIGNATURE BANK,-2
83164LU25,SBA 509601,29184274.07,8.105,0.16027483,4.2932,12/1/2014,,COASTAL SECURITIES,0.105
83165AR71,SBA 522110,31268963.24,8.586,0.20269523,10.2903,12/1/2014,,"VINING-SPARKS IBG, L.P.",0.586
83165ASA3,SBA 522113,32207227.33,8.075,0.142289806,5.2759,12/1/2014,,"VINING-SPARKS IBG, L.P.",0.075
83165AR30,SBA 522106,27502798.75,8.571,0.071830478,1.2656,12/1/2014,,CANTOR FITZGERALD & CO.,0.571
83165AR89,SBA 522111,18063722.16,8.924,0.093662201,1.7614,12/1/2014,,SUNTRUST BANK,0.924
83165AR63,SBA 522109,10022425.6,9.356,0.078710176,1.0509,12/1/2014,,"STIFEL NICOLAUS & COMPANY, INC",1.356
83165ARS5,SBA 522097,22361215.38,9.07,0.149387609,7.2732,11/1/2014,,"ZB, NATIONAL ASSOCIATION",1.07
83165ARY2,SBA 522103,78654739.6,8.769,0.048373009,1.1638,11/1/2014,,COASTAL SECURITIES / SUNTRUST,0.769
83164LUM1,SBA 509588,43881104.53,5.5,0.035233656,9.5877,11/1/2014,,"RAYMOND JAMES BANK, N.A.",-2.5
83164LUG4,SBA 509583,7012634.36,9.105,0.030792336,0.7601,11/1/2014,,"ZB, NATIONAL ASSOCIATION",1.105
83164LUH2,SBA 509584,1810905.54,9.625,0.03926541,0.7839,11/1/2014,,"ZB, NATIONAL ASSOCIATION",1.625
83164LUK5,SBA 509586,22334683.05,8.605,0.289552381,3.8253,11/1/2014,,SIGNATURE BANK,0.605
83164LUJ8,SBA 509585,24877493.05,8.75,0.092739546,1.4323,11/1/2014,,SIGNATURE BANK,0.75
83164LUN9,SBA 509589,34670428.33,7.855,0.142099082,10.0813,11/1/2014,,SUNTRUST BANK,-0.145
83165ART3,SBA 522098,64614417.91,8.362,0.240809954,7.0024,11/1/2014,,VINING-SPARKS / SHAY FINANCIAL,0.362
83165ARU0,SBA 522099,43151875,9.008,0.113410178,1.6588,11/1/2014,,VINING-SPARKS / SHAY FINANCIAL,1.008
83165ARW6,SBA 522101,10772201.86,8.855,0.16879107,2.839,11/1/2014,,"SHAY FINANCIAL SERVICES, INC.",0.855
83165ARZ9,SBA 522104,8008851.58,8.408,0.022830554,0.9013,11/1/2014,,COASTAL SECURITIES,0.408
83165ARH9,SBA 522088,11135705.38,8.971,0.094975527,1.7778,10/1/2014,,"STIFEL NICOLAUS & COMPANY, INC",0.971
83165ARL0,SBA 522091,3370893.86,9.188,0.08458811,1.4142,10/1/2014,,"RAYMOND JAMES BANK, N.A. / SUN",1.188
83165ARN6,SBA 522093,14226743.38,9.105,0.040223917,1.6801,10/1/2014,,CANTOR FITZGERALD / SHAY FINAN,1.105
83164LT27,SBA 509569,12187073.63,8,0.111041774,9.9333,10/1/2014,,SIGNATURE BANK,0
83165ARJ5,SBA 522089,16861192.27,8.039,0.107669017,1.7064,10/1/2014,,"STIFEL NICOLAUS & COMPANY, INC",0.039
83165ARQ9,SBA 522095,29072687.81,9.103,0.198662147,3.8658,10/1/2014,,"SHAY FINANCIAL SERVICES, INC.",1.103
83164LUC3,SBA 509579,52236878.78,7.105,0.111576776,9.9265,10/1/2014,,"RAYMOND JAMES BANK, N.A.",-0.895
83164LT50,SBA 509572,10690410.04,8.105,0.00688373,0.4153,10/1/2014,,"ZB, NATIONAL ASSOCIATION",0.105
83164LTW1,SBA 509565,71281552.54,5.35,0.118731705,1.4784,10/1/2014,,"SHAY FINANCIAL SERVICES, INC.",-2.65
83164LT76,SBA 509574,8926145.12,6,0.166129549,5.3762,10/1/2014,,SUNTRUST BANK,-2
83164LUA7,SBA 509577,50848024.18,5.35,0.097573649,5.0654,10/1/2014,,SUNTRUST BANK,-2.65
83164LT43,SBA 509571,4690841.51,9.105,0.053798226,0.8349,10/1/2014,,"ZB, NATIONAL ASSOCIATION",1.105
83164LT68,SBA 509573,3665855.24,6,0.23599041,1.2734,10/1/2014,,SIGNATURE BANK,-2
83164LT92,SBA 509576,33487624.2,8.575,0.11431604,2.0443,10/1/2014,,SIGNATURE BANK,0.575
83164LT35,SBA 509570,6094142.98,9.625,0.047302932,0.7377,10/1/2014,,"ZB, NATIONAL ASSOCIATION",1.625
83164LT84,SBA 509575,4412241.29,6,0.261913716,9.6389,10/1/2014,,SIGNATURE BANK,-2
83164LTX9,SBA 509566,4750198.25,6.25,0.03404837,0.5346,10/1/2014,,SUNTRUST BANK,-1.75
83164LTZ4,SBA 509568,50179781.96,5.35,0.06471876,9.5556,10/1/2014,,COASTAL SECURITIES,-2.65
83164LUE9,SBA 509581,27753074.78,7.855,0.119539384,3.4796,10/1/2014,,"SHAY FINANCIAL SERVICES, INC.",-0.145
83164LTV3,SBA 509564,45007428.1,5.32,0.119423926,9.4952,10/1/2014,,SUNTRUST BANK,-2.68
83165ARF3,SBA 522086,21858624.51,8.609,0.040853478,1.0807,10/1/2014,,COASTAL SECURITIES,0.609
83165ARK2,SBA 522090,22849681.38,8.726,0.19636103,10.258,10/1/2014,,SUNTRUST BANK,0.726
83165ARM8,SBA 522092,34359223.08,8.85,0.074297748,2.278,10/1/2014,,"RAYMOND JAMES BANK, N.A. / SUN",0.85
83165ARR7,SBA 522096,13122592.75,8.825,0.001619294,0.3589,10/1/2014,,COASTAL SECURITIES,0.825
83165ARG1,SBA 522087,50146701.01,8.01,0.057453685,0.8301,10/1/2014,,COASTAL SECURITIES,0.01
83165ARD8,SBA 522084,42701814.68,7.948,0.209447773,6.1311,9/1/2014,,"SHAY FINANCIAL SERVICES, INC.",-0.052
83165AQ56,SBA 522076,16670442.97,8.555,0.047055464,0.6819,9/1/2014,,"STIFEL NICOLAUS & COMPANY, INC",0.555
83164LTJ0,SBA 509553,65126873.94,5.35,0.205535997,2.5335,9/1/2014,,COASTAL SECURITIES,-2.65
83164LTF8,SBA 509550,11942868.7,7.855,0.04068581,5.2024,9/1/2014,,"ZB, NATIONAL ASSOCIATION",-0.145
83164LTP6,SBA 509558,1493139.35,9.625,0.06263288,0.728,9/1/2014,,SUNTRUST BANK,1.625
83164LTG6,SBA 509551,2100203.78,9.625,0.06857299,0.6876,9/1/2014,,"ZB, NATIONAL ASSOCIATION",1.625
83164LTN1,SBA 509557,7842375.51,5.25,0.04485929,6.3608,9/1/2014,,SUNTRUST BANK,-2.75
83164LTT8,SBA 509562,8581122.98,8.825,0.00058373,0.2568,9/1/2014,,COASTAL SECURITIES,0.825
83164LTL5,SBA 509555,24317977.61,5.345,0.204531568,3.7771,9/1/2014,,"RAYMOND JAMES BANK, N.A.",-2.655
83164LTR2,SBA 509560,22530139.93,5.3,0.004891207,9.437,9/1/2014,,J.V.B. FINANCIAL GROUP. LLC,-2.7
83164LTK7,SBA 509554,8217172.57,8.855,0.159936959,10.1628,9/1/2014,,"ZB, NATIONAL ASSOCIATION",0.855
83164LTM3,SBA 509556,23125421.51,6.75,0.146318998,1.6004,9/1/2014,,"RAYMOND JAMES BANK, N.A.",-1.25
83164LTQ4,SBA 509559,73357167.83,7.325,0.096360599,2.4149,9/1/2014,,"RAYMOND JAMES BANK, N.A.",-0.675
83165ARE6,SBA 522085,100879848.7,8.812,0.048334697,1.5982,9/1/2014,,COASTAL SECURITIES / SHAY FINA,0.812
83165AQ72,SBA 522078,15510421.78,9.374,0.10220113,1.6013,9/1/2014,,SIGNATURE BANK,1.374
83165ARB2,SBA 522082,15476557.14,9.227,0.069417392,1.4506,9/1/2014,,"RAYMOND JAMES BANK, N.A.",1.227
83165AQ80,SBA 522079,46800715.65,8.822,0.195184774,3.7593,9/1/2014,,SIGNATURE BANK,0.822
83165ARC0,SBA 522083,47541368.76,8.152,0.196447315,10.0824,9/1/2014,,CANTOR FITZGERALD & CO.,0.152
83165AQ64,SBA 522077,28742747.19,7.748,0.163392581,9.8832,9/1/2014,,"STIFEL NICOLAUS & COMPANY, INC",-0.252
83165ARA4,SBA 522081,59842207.44,8.229,0.094914093,1.8322,9/1/2014,,"VINING-SPARKS IBG, L.P.",0.229
83165AQ23,SBA 522073,13627964.86,9.075,0.010188039,0.5313,8/1/2014,,COASTAL SECURITIES / SHAY FINA,1.075
83164LTA9,SBA 509545,32121232.1,6,0.159135261,9.6389,8/1/2014,,SUNTRUST BANK,-2
83164LS51,SBA 509540,4395116.79,5.25,0.15274682,3.2289,8/1/2014,,SUNTRUST BANK,-2.75
83164LS44,SBA 509539,2805071.29,9.625,0.06309341,0.7054,8/1/2014,,"ZB, NATIONAL ASSOCIATION",1.625
83164LS77,SBA 509542,19241060.95,7,0.235975883,1.2343,8/1/2014,,SUNTRUST BANK,-1
83164LTC5,SBA 509547,7543635.91,9.075,0.00931244,0.4129,8/1/2014,,COASTAL SECURITIES,1.075
83164LS93,SBA 509544,12445671.32,5.25,0.144052112,5.2222,8/1/2014,,SUNTRUST BANK / RAYMOND JAMES,-2.75
83164LS69,SBA 509541,5710395.44,6,0.109287043,9.5284,8/1/2014,,SIGNATURE BANK,-2
83164LS85,SBA 509543,15643291.76,7.855,0.03974207,9.9045,8/1/2014,,"ZB, NATIONAL ASSOCIATION",-0.145
83165AQ31,SBA 522074,59961897.97,8.869,0.050316814,1.2697,8/1/2014,,VINING-SPARKS / SHAY FINANCIAL,0.869
83165AQ49,SBA 522075,15186182.88,9.148,0.093033791,1.4276,8/1/2014,,"SHAY FINANCIAL SERVICES, INC.",1.148
83165AQX5,SBA 522070,50352757.13,8.692,0.138909524,5.6585,8/1/2014,,SIGNATURE BANK,0.692
83165AQZ0,SBA 522072,14292736.69,9.6,0.054831802,0.9995,8/1/2014,,"STIFEL NICOLAUS & COMPANY, INC",1.6
83165AQY3,SBA 522071,16363185.71,8.855,0.06229033,1.8221,8/1/2014,,"RAYMOND JAMES BANK, N.A.",0.855
83165AQQ0,SBA 522063,39227042.55,8.9,0.213439527,10.0495,7/1/2014,,SUNTRUST BANK,0.9
83165AQS6,SBA 522065,20938414.29,8.954,0.021195002,0.7753,7/1/2014,,SIGNATURE BANK,0.954
83164LSY8,SBA 509535,12859624.17,5.25,0.03378173,0.4871,7/1/2014,,SUNTRUST BANK,-2.75
83164LSZ5,SBA 509536,20525878.66,5.25,0.121261881,2.4621,7/1/2014,,SUNTRUST BANK,-2.75
83164LSS1,SBA 509529,7732956.92,7.025,0.002996193,0.4262,7/1/2014,,COASTAL SECURITIES,-0.975
83164LS36,SBA 509538,8962461.06,8.325,0.001745188,0.4704,7/1/2014,,SUNTRUST BANK,0.325
83165AQU1,SBA 522067,61628212.9,8.752,0.062026669,1.385,7/1/2014,,COASTAL SECURITIES / CANTOR FI,0.752
83164LSX0,SBA 509534,13099363.08,8.075,0.055047076,0.9591,7/1/2014,,COASTAL SECURITIES,0.075
83164LSR3,SBA 509528,14527977.52,5.25,0.273667226,7.3763,7/1/2014,,SUNTRUST BANK,-2.75
83164LST9,SBA 509530,15049081.08,7.355,0.005257687,0.3938,7/1/2014,,COASTAL SECURITIES,-0.645
83164LSV4,SBA 509532,56303587.86,5.325,0.157316997,9.4423,7/1/2014,,SIGNATURE BANK,-2.675
83164LS28,SBA 509537,47589849.63,8.125,0.213122498,5.8582,7/1/2014,,"SHAY FINANCIAL SERVICES, INC.",0.125
83164LSU6,SBA 509531,8206711.28,8.325,0.09393865,9.229,7/1/2014,,"ZB, NATIONAL ASSOCIATION",0.325
83164LSW2,SBA 509533,33341621.26,6.605,0.102187064,9.5961,7/1/2014,,"RAYMOND JAMES BANK, N.A.",-1.395
83164LSQ5,SBA 509527,2218089.73,9.625,0.041555735,0.6067,7/1/2014,,"ZB, NATIONAL ASSOCIATION",1.625
83165AQR8,SBA 522064,38444438.24,8.719,0.044884121,0.8485,7/1/2014,,SUNTRUST BANK / CANTOR FITZGER,0.719
83165AQP2,SBA 522062,9568505.78,9.471,0.062394355,0.8524,7/1/2014,,SIGNATURE BANK,1.471
83165AQT4,SBA 522066,45668805.81,8.654,0.23132574,10.0622,7/1/2014,,SUNTRUST BANK / ZIONS FNB,0.654
831628DK5,SBA 100106,9003328.34,4.575,0.188127656,1.8124,6/15/2014,,J.V.B. FINANCIAL GROUP. LLC,#N/A Field Not Applicable
83165AQH0,SBA 522056,36301719.68,9.075,0.008744869,0.4108,6/1/2014,,SIGNATURE BANK,1.075
83164LSN2,SBA 509525,63035427.05,7.15,0.134795448,9.7056,6/1/2014,,SUNTRUST BANK,-0.85
83165AQM9,SBA 522060,93264204.37,8.861,0.057809599,1.3162,6/1/2014,,COASTAL SECURITIES / SUNTRUST,0.861
83164LSL6,SBA 509523,57127492.47,7.105,0.108459928,7.9869,6/1/2014,,"RAYMOND JAMES BANK, N.A.",-0.895
83164LSA0,SBA 509513,34411219.89,6.5,0.078206156,9.5187,6/1/2014,,SUNTRUST BANK,-1.5
83165AQN7,SBA 522061,21074986.21,8.543,0.073586093,0.8782,6/1/2014,,CANTOR FITZGERALD & CO.,0.543
83164LSB8,SBA 509514,4439073.81,7.635,0.03571381,0.9086,6/1/2014,,SIGNATURE BANK,2.575
83164LSF9,SBA 509518,24860577.54,5.15,0.099112246,9.2451,6/1/2014,,SIGNATURE BANK,-2.85
83164LSM4,SBA 509524,8598467.78,7.825,0.108066789,4.3856,6/1/2014,,"ZB, NATIONAL ASSOCIATION",-0.175
83164LSE2,SBA 509517,1961627.08,9.625,0.04604171,0.6192,6/1/2014,,SUNTRUST BANK,1.625
83164LSP7,SBA 509526,20709053.68,8.325,0.079608438,2.1199,6/1/2014,,COASTAL SECURITIES,0.325
83164LSD4,SBA 509516,9768087.04,8.105,0.164724278,9.8357,6/1/2014,,"ZB, NATIONAL ASSOCIATION",0.105
83164LSC6,SBA 509515,1005985.25,9.105,0.01832026,0.4454,6/1/2014,,"RAYMOND JAMES BANK, N.A.",1.105
83164LSJ1,SBA 509521,3624022.64,9.625,0.031461586,0.5609,6/1/2014,,"ZB, NATIONAL ASSOCIATION",1.625
83165AQL1,SBA 522059,56037553.7,8.224,0.10252756,4.7009,6/1/2014,,"VINING-SPARKS IBG, L.P.",0.224
83165AQJ6,SBA 522057,29159968.85,8.661,0.167973997,9.9431,6/1/2014,,SIGNATURE BANK,0.661
83165AQK3,SBA 522058,5033630.61,9.485,0.063899278,1.6378,6/1/2014,,"RAYMOND JAMES BANK, N.A.",1.485
83165AP99,SBA 522048,38935365.22,8.738,0.164740207,1.9593,5/1/2014,,SIGNATURE BANK,0.738
83164LR86,SBA 509511,26342931.29,7.575,0.041697455,0.4854,5/1/2014,,COASTAL SECURITIES,-0.425
83165AQE7,SBA 522053,31376268.39,8.613,0.083535501,1.3361,5/1/2014,,CANTOR FITZGERALD / SHAY FINAN,0.613
83164LRX1,SBA 509502,7338271.12,5.25,0.029741916,0.4303,5/1/2014,,SUNTRUST BANK,-2.75
83164LRT0,SBA 509498,27006703.23,7.105,0.060204313,9.5256,5/1/2014,,"RAYMOND JAMES BANK, N.A.",-0.895
83164LR29,SBA 509505,2242166.71,5.25,0.01531484,0.4013,5/1/2014,,SUNTRUST BANK,-2.75
83164LR45,SBA 509507,60960060.88,5.25,0.086326494,1.8176,5/1/2014,,SUNTRUST BANK,-2.75
83164LR52,SBA 509508,58690787.44,7.825,0.096077262,1.1388,5/1/2014,,COASTAL SECURITIES,-0.175
83164LRU7,SBA 509499,4856535.93,7.855,0.01886285,6.3069,5/1/2014,,"ZB, NATIONAL ASSOCIATION",-0.145
83164LRV5,SBA 509500,3831171.76,9.625,0.030311745,0.5762,5/1/2014,,"ZB, NATIONAL ASSOCIATION",1.625
83164LRW3,SBA 509501,6083101.4,8.075,0.07902858,1.538,5/1/2014,,"ZB, NATIONAL ASSOCIATION",0.075
83164LR37,SBA 509506,14890772.59,5.25,0.284203498,9.2663,5/1/2014,,SUNTRUST BANK,-2.75
83164LR60,SBA 509509,39314243.28,8.25,0.149220246,5.1761,5/1/2014,,"SHAY FINANCIAL SERVICES, INC.",0.25
